room_id,escaper_id,roomrun_id,room_name_splitted,company_name_splitted,location,keywords,hashtag,min_players,max_players,website,phone,phone_2,address,latitude,longitude,waze_link,moovit_link,region_splitted,is_closed_on_weekends,is_double,is_performance,is_vr,soldier_discount,soldier_discount_weekend,student_discount,student_discount_weekend,children_discount,children_discount_weekend,is_gift_card,escape_card,birthday_discount,is_actor,is_linear,is_parallel,is_beginner,is_for_children,is_for_religious,is_scary,is_for_disabled,is_for_hearing_impaired,is_for_pregnant,is_credit_card_accepted,arseny_did,sharona_did,price_1,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,price_10,price_11,price_12,weekend_price_1,weekend_price_2,weekend_price_3, weekend_price_4,weekend_price_5,weekend_price_6,weekend_price_7,weekend_price_8,weekend_price_9,weekend_price_10,weekend_price_11,weekend_price_12
252,8,alice-in-wonderland,עליסה בארץ הפלאות | עליסה,questomania | קווסטומניה,תל אביב,,#חדרבריחה_עליסה,2,4,https://www.questomania.co.il/shop/alice-in-wonderland/?utm_source=escape-bot,03-5531194,,"החשמונאים 100, תל אביב",32.069220,34.786817,http://tinyurl.com/gqc8tk8,http://tinyurl.com/k4bpv6e,מרכז | המרכז | ת״א,,0,,,,,,,,,1,,,0,1,1,1,1,,0,1,1,1,1,,,,135,108,90,,,,,,,,,,135,108,90,,,,,,,,
254,176,grand-karlibach,גראנד קרליבך הוטל | גרנד קרליבך הוטל | קרליבך הוטל | מלון גרנד קרליבך,the grand karlibach hotel,תל אביב,,#פרפורמנס_גראנדקרליבך,3,6,http://www.grand-karlibach.co.il/?utm_source=escape-bot,03-3760346,,"מנחם בגין 65, תל אביב",32.067569,34.785296,http://tinyurl.com/jq7sje6,http://tinyurl.com/lqsr3v7,מרכז | המרכז | ת״א,,0,1,,15,15,,,,,,10,,1,,,,0,,1,0,0,,1,,,,,130,110,100,100,,,,,,,,,130,110,100,100,,,,,,
256,125,the-mission-escape-in-sixty-minutes,המשימה,the mission - escape in 60 minutes | the mission,תל אביב,,#חדרבריחה_המשימה,2,6,http://www.escapein60minutes.com/?utm_source=escape-bot,054-996-3608,,"נתן ילין מור, 17, תל אביב",32.070290,34.791374,http://tinyurl.com/ztdp9af,http://tinyurl.com/kpbwkt6,מרכז | המרכז | ת״א,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,120,100,100,90,90,,,,,,,,120,100,100,90,90,,,,,,
257,155,jumanji,ג'ומנג'י,the quest game,תל אביב,,#חדרבריחה_ג'ומנג'י,2,6,http://www.thequestgame.co.il/GamePage.aspx?l=1&id=20&utm_source=escape-bot,052-9120150,,"מנחם בגין 90, תל אביב",32.068330,34.786711,http://tinyurl.com/zro3r6e,http://tinyurl.com/lw7lot9,מרכז | המרכז | ת״א,,0,,,,,,,,,1,,,0,,,,0,,,,,,,,,,120,100,90,80,77,,,,,,,,120,100,90,80,77,,,,,,
258,154,mission-impossible,משימה בלתי אפשרית,the quest game,תל אביב,,#חדרבריחה_משימהבלתיאפשרית,2,6,http://www.thequestgame.co.il/GamePage.aspx?l=1&id=18&utm_source=escape-bot,052-9120150,,"מנחם בגין 90, תל אביב",32.068330,34.786711,http://tinyurl.com/zro3r6e,http://tinyurl.com/k3gg8yf,מרכז | המרכז | ת״א,,,,,,,,,,,1,,,0,,,,0,,,,,,,,,,120,100,90,80,77,,,,,,,,120,100,90,80,77,,,,,,
259,260,casino-royal-casino-heist,קזינו רויאל,the quest game,תל אביב,,#חדרבריחה_קיזנורויאל,2,6,http://www.thequestgame.co.il/ComingSoon.aspx?l=1&id=19&utm_source=escape-bot,052-9120150,,"מנחם בגין 90, תל אביב",32.068330,34.786711,http://tinyurl.com/zro3r6e,http://tinyurl.com/m63xc3y,מרכז | המרכז | ת״א,,,,,,,,,,,1,,,0,,,,0,,,,,,,,,,120,93,90,80,73,,,,,,,,140,107,90,80,73,,,,,,
260,153,csi-tlv,CSI:TLV | סי אס איי | csi | csi:tlv,the quest game,תל אביב,,#חדרבריחה_csi,2,6,http://www.thequestgame.co.il/GamePage.aspx?l=1&id=17&utm_source=escape-bot,052-9120150,,"מנחם בגין 90, תל אביב",32.068330,34.786711,http://tinyurl.com/zro3r6e,http://tinyurl.com/lblju9x,מרכז | המרכז | ת״א,,,,,,,,,,,1,,,0,,,,0,,,,,,,,,,120,100,90,80,77,,,,,,,,120,100,90,80,77,,,,,,
261,105,thebunker,הבונקר,vertigo escape rooms | vertigo,תל אביב,,#חדרבריחה_הבונקר,2,6,https://vertigotlv.com/booking/?utm_source=escape-bot,03-9600040,,"שאול המלך 35, תל אביב",32.077366,34.789883,http://tinyurl.com/hk75lpo,http://tinyurl.com/mzvdtbj,מרכז | המרכז | ת״א,,,,,15,15,10,10,,,,,,0,,,,,,,1,1,1,1,1,1,,100,93,90,84,77,,,,,,,,120,107,100,92,83,,,,,,
262,237,allenby-28,אלנבי 28,art quest,תל אביב,,#חדרבריחה_אלנבי28,3,8,http://artquest.co.il/en/room/3#?utm_source=escape-bot,052-5280289,,"אלנבי 28, תל אביב",32.072890,34.767668,http://tinyurl.com/zx4bhqb,http://tinyurl.com/n88248q,מרכז | המרכז | ת״א,,,,,,,,,,,,,,0,,,0,0,,1,0,0,0,,1,1,,130,120,115,110,105,100,,,,,,,130,120,115,110,105,100,,,,,
263,129,stuck-at-the-heart-of-the-sea,תקועים בלב ים,pandora's box,תל מונד,,#חדרבריחה_תקועיםבלבים,2,6,https://pandorasbox.co.il/?utm_source=escape-bot,073-737-2606,058-480-8866,"הדקל 54, תל מונד",32.253667,34.918363,http://tinyurl.com/gn3w89s,http://tinyurl.com/luv76lr,מרכז | המרכז | שרון | השרון,,,,,20,20,,,,,,,,0,,,,,,,,,,,,,,85,80,75,70,65,,,,,,,,95,90,80,80,75,,,,,,
264,247,back-to-the-future,בחזרה אל העתיד | בחזרה לעתיד,quest room,חיפה,,#חדרבריחה_בחזרהלעתיד,2,6,http://www.questroom.co.il/back-future?utm_source=escape-bot,053-964-3067,072-213-3868,"חלוצי התעשיה 10, חיפה",32.811430,35.067599,http://tinyurl.com/zha3omp,http://tinyurl.com/lq7jrrg,חיפה,,,,,10,10,,,20,20,,,,0,,,1,,,,,,,,,,,100,90,80,70,,,,,,,,,125,110,100,90,,,,,,,
265,252,black-diamond,היהלום השחור,Mr. X | מיסטר איקס | mr. x,אשדוד,,#חדרבריחה_היהלוםהשחור,2,6,https://live.vcita.com/site/misterX?o=cHJvZmlsZV9wYWdl?utm_source=escape-bot,058-6760929,,"הבנאים 2, אשדוד",31.812504,34.658425,http://tinyurl.com/kjbp8yr,http://tinyurl.com/ml354ox,דרום | הדרום,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,273,the-final-coundown,הספירה לאחור | ספירה לאחור,final1,הרצליה,,#חדרבריחה_הספירהלאחור,2,6,http://final1.co.il/?utm_source=escape-bot,054-2135553,,"משכית 9, הרצליה",32.165524,34.811827,http://tinyurl.com/lp2s9m4,http://tinyurl.com/ld53thn,מרכז | המרכז | שרון | השרון | הרצלייה,,,,,10,10,10,10,50,50,1,,,0,,,,0,,,,,,1,,,,120,110,100,90,80,,,,,,,,120,110,100,90,80,,,,,,
267,,the-kabbalists-secrets,סודות הקבלה,jerusalem puzzle quest,ירושלים,,#חדרבריחה_סודותהקבלה,2,6,http://jpq.co.il/?utm_source=escape-bot,054-7121656,,"פייר קניג 28, ירושלים",31.752744,35.213777,http://tinyurl.com/zc5p3cc,http://tinyurl.com/kluqr9a,י-ם,1,0,,,,,,,,,1,10,,0,1,1,1,1,1,,0,1,1,1,,,,95,90,80,75,80,,,,,,,,95,90,80,75,80,,,,,,
268,,,סוד המגילות הגנוזות,escape time,הרצליה,,#חדרבריחה_סודהמגילותהגנוזות,2,6,http://lp.info-page.info/index.php?page=landing&id=102125&token=3fa7df82260962a922440b7a5c6efd9f&utm_source=escape-bot,072-2200954,,"רבי עקיבא 50, הרצליה",32.153606,34.850234,http://tinyurl.com/ka5unov,http://tinyurl.com/kb74zd6,מרכז | המרכז | שרון | השרון | הרצלייה,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,253,cowboys,קאובויז | cowboys,brainit | בריינאיט | ברייניט,נתניה,,#חדרבריחה_קאובויז,2,7,https://brainit.co.il/f2/room/cowboys/?utm_source=escape-bot,072-3923985,,"גיבורי ישראל 24, נתניה",32.280266,34.860837,http://tinyurl.com/jke9j9t,http://tinyurl.com/kw7b82v,שרון | השרון,,,,,10,10,,,,,,,,0,,,,,,,,,,,,,,95,87,83,80,74,74,,,,,,,120,103,95,90,83,83,,,,,
270,248,the-last-job,הג׳וב האחרון | הגוב האחרון | גוב אחרון | ג׳וב אחרון,mindrush | the rooms | דה רומס | דה רומז,תל אביב,,#חדרבריחה_הגובהאחרון,2,6,http://www.mindrush.co.il/index.php?dir=site&page=content&cs=13&utm_source=escape-bot,054-3945120,,"נירים 10, תל אביב",32.063019,34.790710,http://tinyurl.com/zexdjpu,http://tinyurl.com/lfv2exs,מרכז | המרכז | ת״א,,,,,15,15,10,10,50,50,1,,,0,,,,,,,0,1,1,1,,,,110,100,90,85,75,,,,,,,,120,105,95,90,80,,,,,,
271,251,paranorml-activity,פעילות על טבעית,escaperoom | escape room | אסקייפ רום,תל אביב,,#חדרבריחה_פעילותעלטבעית,2,6,http://www.escaperoom.co.il/tel-aviv-paranormal-activity?utm_source=escape-bot,079-932-2224,,"לבנדה 32, תל אביב",32.056633,34.783010,http://tinyurl.com/mhsemv9,http://tinyurl.com/jw7xo9k,מרכז | המרכז | ת״א,,,,,20,20,,,50,50,1,,,0,1,1,1,1,,0,,,,1,,,,120,100,90,80,,,,,,,,,120,100,90,80,,,,,,,
272,254,silence-of-the-lambs,שתיקת הכבשים,top escape room,כפר סבא,,#חדרבריחה_שתיקתהכבשים,2,6,http://top-escape.co.il/he/%D7%97%D7%93%D7%A8%D7%99%D7%9D/%D7%A9%D7%AA%D7%99%D7%A7%D7%AA-%D7%94%D7%9B%D7%91%D7%A9%D7%99%D7%9D?utm_source=escape-bot, ,09-9575759,"הרימון 82, מושב נווה ימין, כפר סבא",32.168659,34.934813,http://tinyurl.com/hs3otnr,http://tinyurl.com/mo3638d,שרון | השרון | כפ״ס,,0,,,10,10,10,10,25,25,,,10,0,,,,,,,,,,,,,,140,100,90,80,75,75,,,,,,,150,110,100,90,85,85,,,,,
273,255,,סודו של האדם הקדמון,golden key,רחובות,,#חדרבריחה_סודושלהאדםהקדמון,2,7,https://www.mygoldenkey.co.il/rehovot?utm_source=escape-bot,074-7323909,,"קלמן גבריאלוב 39, רחובות",31.888323,34.784106,http://tinyurl.com/gl338bp,http://tinyurl.com/m7ceuag,שפלה | השפלה | דרום | הדרום,,0,,,10,10,,,,,,10,,0,,,,,,0,,1,1,,,,,,,95,90,83,79,50,,,,,,,,95,90,83,79,50,,,,
274,256,the-100,המאה,spectroom | ספקטרום,נתניה,,#חדרבריחה_המאה,2,8,http://www.spectroom.co.il/?utm_source=escape-bot,052-6197970,09-7776061,"המלאכה 2, נתניה",32.276196,34.857562,http://tinyurl.com/m9rtvqf,http://tinyurl.com/kmq3he9,שרון | השרון,,,,,10,10,10,10,,,,,,0,,,,,,,,,,,,,,130,120,110,110,100,100,100,,,,,,130,120,110,110,100,100,100,,,,
275,265,metro,מטרו,spectroom | ספקטרום,נתניה,,#חדרבריחה_מטרו,2,6,http://www.spectroom.co.il/?utm_source=escape-bot,052-6197970,09-7776061,"המלאכה 2, נתניה",32.276196,34.857562,http://tinyurl.com/m9rtvqf,http://tinyurl.com/kmq3he9,שרון | השרון,,,,,10,10,10,10,,,,,,0,,,,,,,,,,,1,1,,130,120,110,100,100,,,,,,,,130,120,110,100,100,,,,,,
276,266,master-zen,מסטר זן | מאסטר זן,brainzz,בלפוריה,,#חדרבריחה_מאסטרזן,2,6,http://www.brainzz.co.il/?utm_source=escape-bot,04-6416663,,מושב בלפוריה,32.629988,35.296281,http://tinyurl.com/js44fyg,http://tinyurl.com/kapwnan,צפון | הצפון | גליל | הגליל,,0,,,10,10,10,10,,,,,,0,,,0,,,,,,,1,,,,100,90,80,70,70,,,,,,,,125,110,100,90,90,,,,,,
277,271,the-hostage,בן ערובה,lost - escape rooms,קרית ביאליק,,#חדרבריחה_בןערובה,3,8,http://lo-st.co.il/room/hostage/?utm_source=escape-bot,058-6777333,,"יוסף הלוי 3, קרית ביאליק",32.861938,35.095862,http://tinyurl.com/j4bct93,http://tinyurl.com/kcunvn4,צפון | הצפון | קריות,,0,,,15,15,,,,,,10,,0,,,,,,,,,,1,,,,120,110,110,100,100,100,,,,,,,120,110,110,100,100,100,,,,,
278,259,the-yellow-sponge,המתכון הסודי של הספוג הצהוב | בובספוג | הספוג הצהוב | ספוג צהוב,escapeland | אסקייפלנד,חיפה,,#חדרבריחה_הספוגהצהוב,2,6,escapelnd.co.il?utm_source=escape-bot,04-8700000,,"המוסכים 2, חיפה",32.791644,35.038306,http://tinyurl.com/mfs4awx,http://tinyurl.com/lqgx8nh,צפון | הצפון,,0,,,10,10,10,10,,,,,,0,,,1,1,,0,1,,,,,,,120,110,100,90,85,,,,,,,,120,110,100,90,85,,,,,,
279,249,the-delegation,המשלחת,escapeout,גוש עציון,,#חדרבריחה_המשלחת,2,7,https://www.escapeout.co.il/the-delegation?utm_source=escape-bot,054-208-0893,02-9935370,א.ת. קיבוץ כפר עציון,31.650178,35.112135,http://tinyurl.com/kkf8k7l,http://tinyurl.com/mddf9fo,ירושלים | י-ם | שומרון | השומרון,,,,,10,10,10,10,100,100,1,,,0,,,,,,,,,,0,,,,100,90,80,70,70,70,,,,,,,100,90,80,70,70,70,,,,,
280,250,lost-ln-tangle,לכודים בסבך,escapeout,גוש עציון,,#חדרבריחה_לכודיםבסבך,2,7,https://www.escapeout.co.il/caught-in-a-tangle?utm_source=escape-bot,054-208-0893,02-9935370,א.ת. קיבוץ כפר עציון,31.650178,35.112135,http://tinyurl.com/kkf8k7l,http://tinyurl.com/mddf9fo,ירושלים | י-ם | שומרון | השומרון,,,,,10,10,10,10,100,100,1,,,0,,,,,,,,,,0,,,,100,90,80,70,70,70,,,,,,,100,90,80,70,70,70,,,,,
281,231,the-mission-bus,המשימה: אוטובוס | אוטובוס | escape bus,a-maze | amaze,ירושלים,,#חדרבריחה_המשימהאוטובוס,2,6,http://a-maze.org.il/?utm_source=escape-bot,050-224-4541,,התחנה הראשונה ירושלים,31.767394,35.224255,http://tinyurl.com/lcet7o4,http://tinyurl.com/mfq54pe,י-ם,,,,,,,,,,,,,,0,,,0,0,,,0,,0,,1,1,,125,115,95,90,80,,,,,,,,125,115,95,90,80,,,,,,
282,223,witch-hunt,ציד מכשפות,quest master | קווסט מסטר | קווסט מאסטר,פתח תקווה,,#חדרבריחה_צידמכשפות,2,8,http://www.quest-master.co.il/witch-hunt?utm_source=escape-bot,03-9171174,,שנקר 2 פתח תקווה,32.093210,34.854519,http://tinyurl.com/lyrl2ta,http://tinyurl.com/m5zd2ns,מרכז | המרכז | פ״ת,,,,,10,10,10,10,,,,,50,0,,,,0,,0,0,1,1,,,,,130,120,110,100,90,90,90,,,,,,130,120,110,100,90,90,90,,,,
283,261,one-day-in-america,היו זמנים באמריקה | אמריקה,mindbox | mind box | מיינד בוקס,ראשון לציון,,#חדרבריחה_היוזמניםבאמריקה,2,6,http://mindbox.co.il/one.html?utm_source=escape-bot,054-4577618,,"אליהו איתן 2, ראשון לציון",31.993682,34.766282,http://tinyurl.com/mrvh536,http://tinyurl.com/lga2k46,מרכז | המרכז | רשלצ | ראשלצ | רשל״צ | ראשל״צ | ראשון ,,,,,10,10,10,10,,,,,,0,,,,,,0,,,,1,,,,110,100,95,90,80,,,,,,,,120,105,100,95,83,,,,,,
284,264,the-neighbors-mansion,אחוזת השכן,escape center | אסקייפ סנטר,ראשון לציון,,#חדרבריחה_אחוזתהשכן,2,6,http://www.escape-center-israel.com/?utm_source=escape-bot,050-5255144,,"אליעזר מזל 3, ראשון לציון",31.989376,34.770983,http://tinyurl.com/mop5zgy,http://tinyurl.com/lxhwzsr,מרכז | המרכז | רשלצ | ראשלצ | רשל״צ | ראשל״צ | ראשון ,,,,,10,10,10,10,,,,,50,0,,,,,,,,,,1,,,,120,110,100,90,80,,,,,,,,120,110,100,90,80,,,,,,
285,228,,בוגדי הכתר,try to escape,חיפה,,#חדרבריחה_בוגדיהכתר,2,4,http://trytoescape.co.il/?utm_source=escape-bot,054-2394124,,"דרך העצמאות 66, חיפה",32.818447,34.999993,http://tinyurl.com/mpcka2k,http://tinyurl.com/nytgzcc,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,125,110,100,,,,,,,,,,125,110,100,,,,,,,,
286,,murder-scene,זירת הרצח,paradox escape zone | paradox,תל אביב,,#חדרבריחה_זירתהרצח,2,5,http://www.paradox.games/muder-scene?utm_source=escape-bot,03-6776306,,"אסתר המלכה 4, תל אביב",32.079046,34.774305,http://tinyurl.com/hzm6sm6,http://tinyurl.com/mf337m7,מרכז | המרכז | ת״א,,0,,,10,10,10,10,,,1,,,0,,,,0,,,,,,,,,,120,110,100,90,,,,,,,,,120,110,100,90,,,,,,,
287,263,mirror-mirror,מראה מראה | שלגיה | שלגייה,questory,כפר סבא,,#חדרבריחה_מראהמראה,2,6,http://www.questory.co.il/?utm_source=escape-bot,054-9021480,052-3808802,"התע""ש 16א כפר סבא",32.175051,34.926803,http://tinyurl.com/mlm7vau,http://tinyurl.com/l69d5j6,שרון | השרון | כפ״ס,,,,,,,,,,,,,,0,,,,,,,,,,,,,,120,110,100,90,80,,,,,,,,120,110,100,90,80,,,,,,
288,262,crash,התרסקות,iq factor,רעננה,,#חדרבריחה_ההתרסקות,2,7,http://iqfactor.co.il/crash/?utm_source=escape-bot,053-7817881,,"התעשייה 15, רעננה",32.196415,34.878786,http://tinyurl.com/hxmbetq,http://tinyurl.com/jvpst74,שרון | השרון,,0,,,10,10,10,10,,,,,50,0,,,1,1,,0,,,,1,,,,120,110,100,90,85,80,,,,,,,120,110,100,90,85,80,,,,,
289,,chess-escape-room,חדר שחמט,baly,הרצליה,,#חדרבריחה_שחמט,3,5,https://www.baly.co.il/?utm_source=escape-bot,050-3100201,,"מדינת היהודים 68, הרצליה",32.165498,34.812447,http://tinyurl.com/kwdh2rx,http://tinyurl.com/n35vyzu,מרכז | המרכז | שרון | השרון | הרצלייה | הרצליה פיתוח,,0,,,,,,,,,,,,,,,,1,,0,,,,,,,,,100,100,100,,,,,,,,,,100,100,100,,,,,,,
290,267,shutlim,קללת אנאבל | אנאבל | אנבל, אקזיט גיים | exit game,רחובות,,#חדרבריחה_אנאבל,3,6,http://www.exitgame.co.il/he/Games/9/%D7%A7%D7%9C%D7%9C%D7%AA-%D7%90%D7%A0%D7%90%D7%91%D7%9C#?utm_source=escape-bot,058-5565577,,"ברגמן 2, רחובות",31.981111,34.770560,http://tinyurl.com/zkyc4p7,http://tinyurl.com/l5efj5w,שפלה | השפלה | דרום | הדרום,,0,,,15,15,10,10,,,1,,,0,,,,0,,1,,,,,,,,100,100,100,100,100,,,,,,,,120,110,105,105,105,,,,,,
291,269,,שתולים,lost | the rooms | דה רומס | דה רומז,ראשון לציון,,#חדרבריחה_שתולים,3,7,http://www.lostroom.co.il/?utm_source=escape-bot,052-5523444,,"סחרוב 17, ראשון לציון",31.991076,34.771520,http://tinyurl.com/zwqvpjw,http://tinyurl.com/mtm357n,מרכז | המרכז | רשלצ | ראשלצ | רשל״צ | ראשל״צ | ראשון ,,0,,,10,10,10,10,,,,,,0,1,1,1,0,,0,0,1,0,1,,,,110,100,100,100,100,100,,,,,,,110,100,100,100,100,100,,,,,
292,270,jimmywho,ג׳ימי מי | גימי מי | גימימי | גימי,inside out | אינסייד אאוט | the rooms | דה רומס | דה רומז,תל אביב,,#חדרבריחה_גימימי,3,7,http://www.insideoutroom.co.il/%D7%92-%D7%99%D7%9E%D7%99-%D7%9E%D7%99-%D7%AA%D7%9C-%D7%90%D7%91%D7%99%D7%91.html?utm_source=escape-bot,03-9454044,,"כיכר המייסדים, רוטשילד תל אביב",32.0631,34.7719,http://tinyurl.com/lj9rslz,http://tinyurl.com/l6kukht,מרכז | המרכז | ת״א,,0,,,10,10,10,10,50,50,,,,0,,,,0,,0,,,,,,,,125,120,110,100,90,,,,,,,,125,120,110,100,90,,,,,,
293,272,secret-of-the-giant,סודו של הענק | סוד הענק | הענק,secret room,ירושלים,,#חדרבריחה_סודושלהענק,2,5,http://secretroom.co.il/quests/secret-velikana/?utm_source=escape-bot,058-4579797,,יואל משה סלומון 23 ירושלים,31.780630,35.219878,http://tinyurl.com/klyt3u7,http://tinyurl.com/lbuwtnt,י-ם,,0,,,,,,,,,,,,0,,,1,1,,,,,,,,,,100,100,80,80,,,,,,,,,100,100,80,80,,,,,,,
294,281,taken,הטיהור,quest room,חיפה,,#חדרבריחה_הטיהור,2,6,http://www.questroom.co.il/the-purge?utm_source=escape-bot,072-2133868,050-6488656,"האשלג 18, חיפה",32.791259,35.039209,http://tinyurl.com/jmrttpw,http://tinyurl.com/lkxfgof,צפון | הצפון,,0,,,10,10,,,20,20,1,,,0,,,0,0,,1,,,,1,,,,100,90,80,70,70,70,,,,,,,125,110,100,90,90,90,,,,,
295,,,פאודה,escapism,תל אביב,,#חדרבריחה_פאודה,2,6,http://escapism.co.il/he/%D7%A4%D7%90%D7%95%D7%93%D7%94/,077-5023008,,"אלנבי 119, תל אביב",32.061470,34.773771,http://tinyurl.com/jaho5ue,http://tinyurl.com/kjq2ztt,מרכז | המרכז | ת״א,,0,,,,,,,50,50,1,,50,0,1,1,1,0,,0,0,1,0,1,,,,120,110,100,90,85,,,,,,,,135,110,100,90,85,,,,,,
296,275,facility-x51,מכון x51 | מכון 51,מכון x51,גבעתיים,,#חדרבריחה_מכון51,2,6,http://x51.space/?utm_source=escape-bot,058-4524951,,תפוצות ישראל 6ב' גבעתיים,32.059667,34.815438,http://tinyurl.com/mlk6n3g,http://tinyurl.com/ljq23fp,מרכז | המרכז,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,120,100,100,100,,,,,,,,,140,120,120,120,,,,,,,
297,230,1coma,קומה,escape tlv | the rooms | דה רומס | דה רומז,תל אביב,,#חדרבריחה_קומה,2,6,http://escapetlv.co.il/?utm_source=escape-bot,053-6210163,,"נחלת בנימין 68, תל אביב",32.061317,34.772398,http://tinyurl.com/hkqmbe9,http://tinyurl.com/mqm26na,מרכז | המרכז | ת״א,,0,,,10,10,10,10,50,50,,,,0,,,1,,,,,,,1,,,,100,95,90,80,75,,,,,,,,125,105,95,85,80,,,,,,
298,258,doomsday-tlv,שעת חירום,escaperoom | escape room | אסקייפ רום,תל אביב,,#חדרבריחה_שעתחירום,2,6,http://www.escaperoom.co.il/tel-aviv-doomsday?utm_source=escape-bot,079-932-2224,,"איסרליש 2, תל אביב",32.071723,34.790011,http://tinyurl.com/hy85gv9,http://tinyurl.com/kuutmsg,מרכז | המרכז | ת״א,,0,0,,20,20,,,50,50,1,,,0,1,1,1,1,,0,,,,1,,,,120,100,90,80,,,,,,,,,120,100,90,80,,,,,,,
299,274,,המסור,ex room | ex-room,תל אביב,,#חדרבריחה_המסורתא,2,6,http://exroom.co.il/?utm_source=escape-bot,072-3771555,,"בית עובד 15 ת""א",32.064035,34.787935,http://tinyurl.com/m64ps7j,http://tinyurl.com/n5wbna7,מרכז | המרכז | ת״א,,0,,,,,,,,,,,,,,,,,,1,,,,,,,,90,80,78,80,85,,,,,,,,120,100,100,100,95,,,,,,
300,290,dracula,דרקולה | דראקולה,אקזיט רום | exit room,באר שבע,,#חדרבריחה_דרקולה,2,5,http://exitroom.co.il/rooms/dracula-2/?lang=he&utm_source=escape-bot,077-5569386,,"ההסתדרות 37, באר שבע",31.239554,34.788806,http://tinyurl.com/z8jwmc8,http://tinyurl.com/k5xx7a5,דרום | הדרום | ב״ש | אר שבע,,0,,,10,10,,,10,10,1,,,0,,,1,0,,0,,,,,,,,120,100,88,80,,,,,,,,,120,100,88,80,,,,,,,
301,288,white-city-hotel,השטן משיקגו | השטן משיקאגו,escaperoom | escape room | אסקייפ רום,רחובות,,#חדרבריחה_השטןמשיקגו,3,8,http://www.escaperoom.co.il/rehovot-devil-in-chicago?utm_source=escape-bot,08-8606551,052-8684935,"אופנהיימר 10, רחובות",31.910774,34.806935,http://tinyurl.com/jefpjj8,http://tinyurl.com/mc3294r,שפלה | השפלה | דרום | הדרום,,0,,,10,10,,,,,1,,,0,,,0,0,,1,,,,1,,,,,100,90,80,80,80,80,,,,,,,100,90,80,80,80,80,,,,
302,,,יום של צרות, אקזיט גיים | exit game,אשדוד,,#חדרבריחה_יוםשלצרות,2,3,http://www.exitgame.co.il/he/Games/12/%D7%99%D7%95%D7%9D-%D7%A9%D7%9C-%D7%A6%D7%A8%D7%95%D7%AA?utm_source=escape-bot,058-69955775,,"התקשורת 5, אשדוד",31.813890,34.657093,http://tinyurl.com/jl8nwnp,http://tinyurl.com/lwstyxx,דרום | הדרום,,0,,,15,15,10,10,,,1,,,0,,,1,1,,0,,,,,,,,100,86,,,,,,,,,,,120,100,,,,,,,,,
303,277,mystery-in-the-parkm,תעלומה במשרדי הפארק,esc room,הרצליה,,#חדרבריחה_תעלומהבפארקהרצליה,2,6,http://esctheroom.co.il/?utm_source=escape-bot,0523406030,0523772751,"סוקולוב 81, הרצליה",32.167152,34.847744,http://tinyurl.com/l7htwh4,http://tinyurl.com/l96qpau,מרכז | המרכז | שרון | השרון | הרצלייה,,0,,,,,,,,,,,,0,,,,,,1,,,,,,,,120,110,100,90,80,75,,,,,,,120,110,100,90,80,75,,,,,
304,291,hypnosis,היפנוזה,adventure room,אשקלון,,#חדרבריחה_היפנוזה,2,6,http://www.adventureroom.co.il/default.asp?SID=2&CID=1&IID=3&PgN=1&utm_source=escape-bot,054-7473723,,"הפנינים 38, אשקלון",31.668523,34.601611,http://tinyurl.com/gskhdfa,http://tinyurl.com/lov59ky,דרום | הדרום,,0,,,10,10,10,10,,,,,,0,,,0,0,,1,,,0,1,,,,110,100,90,85,75,,,,,,,,120,110,100,90,80,,,,,,
305,276,moonshine,מונשיין,open the door,ירושלים,,#חדרבריחה_מונשיין,2,5,https://www.open-the-door.co.il/book-now?utm_source=escape-bot,0527737331,0543989789,הלל 24 ירושלים,31.780078,35.218505,http://tinyurl.com/kjbjpv2,http://tinyurl.com/mecb2fj,י-ם,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,120,110,100,90,,,,,,,,,120,110,100,90,,,,,,,
306,286,high-speed-nyc,NYC במהירות גבוהה | ניו יורק במהירות גבוהה,the mission - escape in 60 minutes | the mission,תל אביב,,,3,8,http://www.escapein60minutes.com/copy-of-the-mission-he?utm_source=escape-bot,0549963608,,"נתן ילין מור, 17, תל אביב",32.070290,34.791374,http://tinyurl.com/ztdp9af,http://tinyurl.com/kpbwkt6,מרכז | המרכז | ת״א,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,120,100,100,90,90,,,,,,,,120,100,100,90,90,,,,,,
307,278,once-upon-a-time,האגדה מספרת,Rubix | רוביקס,רמת ישי,,#חדרבריחה_האגדהמספרת,2,8,http://rubixescapegames.com/,054-4907495,04-8889850,רח׳ הערבה 2 רמת ישי,32.705404,35.173641,http://tinyurl.com/ldd3q2h,http://tinyurl.com/lghzlx2,צפון | הצפון | גליל | הגליל,,,,,10,10,10,10,50,50,,,,,,,1,1,,0,,,,,,,,120,110,100,90,90,90,90,,,,,,120,110,100,90,90,90,90,,,,
